,Country Name,Year,Access to electricity (% of population),Agricultural land (% of land area),Arable land (% of land area),Forest area (% of land area),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GNI per capita, Atlas method (current US$)",Land area (sq. km),Permanent cropland (% of land area),Population density (people per sq. km of land area),"Population, total",Rural population,Terrestrial and marine protected areas (% of total territorial area),Urban population,Urban population (% of total population),Urban population growth (annual %),Region,Income Level
0,Afghanistan,1990,,58.26670342799375,12.115920718071257,1.8509940875532274,,,,,652860.0,0.1991238550378335,19.012209355757744,12412311.0,9783756.0,,2628555.0,21.177,4.898100965890109,South Asia,Low income
1,Afghanistan,1991,,58.25138620837546,12.115920718071257,1.8509940875532274,,,,,652860.0,0.18380663541953865,20.37039487792176,13299016.0,10470847.0,,2828169.0,21.266,7.319524025608365,South Asia,Low income
2,Afghanistan,1992,,58.25138620837546,12.115920718071257,1.8509940875532274,,,,,652860.0,0.18380663541953865,22.187824342125417,14485543.0,11392155.0,,3093388.0,21.355,8.96374245914583,South Asia,Low income
3,Afghanistan,1993,,58.10434090003983,11.98419262935392,1.8509940875532274,,,,,652860.0,0.16848941580124374,24.226635113194252,15816601.0,12424889.0,,3391712.0,21.444,9.206787827695226,South Asia,Low income
4,Afghanistan,1994,,57.91900254265846,11.798854271972552,1.8509940875532274,,,,,652860.0,0.16848941580124374,26.155267591826732,17075728.0,13398641.0,,3677087.0,21.534,8.078605396751257,South Asia,Low income
5,Afghanistan,1995,,57.82709922494868,11.722268173881076,1.8509940875532274,,,,,652860.0,0.15317219618294886,27.740498728670772,18110662.0,14194412.0,,3916250.0,21.624,6.301370065216235,South Asia,Low income
6,Afghanistan,1996,,57.825567502986864,11.713077842110101,1.8509940875532274,,,,,652860.0,0.16083080599209632,28.878234230922402,18853444.0,14759607.0,,4093837.0,21.714,4.434810879973893,South Asia,Low income
7,Afghanistan,1997,,57.883772937536385,11.77128327665962,1.8509940875532274,,,,,652860.0,0.16083080599209632,29.649735012100603,19357126.0,15136305.0,,4220821.0,21.805,3.0546986804599228,South Asia,Low income
8,Afghanistan,1998,,58.00171552859725,11.881567257911344,1.8509940875532274,,,,,652860.0,0.16848941580124374,30.23277578653923,19737770.0,15416185.0,,4321585.0,21.895,2.359257422489751,South Asia,Low income
9,Afghanistan,1999,,57.82709922494868,11.722268173881076,1.8509940875532274,,,,,652860.0,0.15317219618294886,30.896129338602456,20170847.0,15736085.0,,4434762.0,21.986,2.5851717172000015,South Asia,Low income
10,Afghanistan,2000,,57.82709922494868,11.768219832735962,1.8509940875532274,,,,,652860.0,0.10722053732806422,31.82911650277242,20779957.0,16192158.0,,4587799.0,22.078,3.3926438082969343,South Asia,Low income
11,Afghanistan,2001,,57.82709922494868,11.768219832735962,1.8509940875532274,,,,,652860.0,0.10722053732806422,33.09590417547407,21606992.0,16816938.0,,4790054.0,22.169,4.314129647723897,South Asia,Low income
12,Afghanistan,2002,,57.82709922494868,11.760561222926814,1.8509940875532274,4055179566.349814,,332.7668826866382,,652860.0,0.11487914713721166,34.6181018901449,22600774.0,17569616.0,,5031158.0,22.261,4.910849145755635,South Asia,Low income
13,Afghanistan,2003,,58.06757957295592,11.904543087338785,1.8509940875532274,4515558808.109944,8.83227781263571,345.6395712053019,,652860.0,0.21137763073246943,36.27251018595105,23680871.0,18387486.0,,5293385.0,22.353,5.080775150526917,South Asia,Low income
14,Afghanistan,2004,,58.06911129491774,11.971938853659283,1.8509940875532274,5226778808.892088,1.4141179805897934,335.7017313075111,,652860.0,0.14551358637380143,37.87441258462764,24726689.0,19163184.0,,5563505.0,22.5,4.977037752151785,South Asia,Low income
15,Afghanistan,2005,22.2952690124512,58.06757957295592,11.955089912079158,1.8509940875532274,6209137624.771814,11.229714823642894,359.8990020516343,,652860.0,0.16083080599209632,39.29521490059125,25654274.0,19829984.0,,5824290.0,22.703,4.580879828069885,South Asia,Low income
16,Afghanistan,2006,28.0999622344971,58.06757957295592,11.938240970499034,1.8509940875532274,6971285594.680126,5.357403251263506,368.008644571361,,652860.0,0.1776797475722207,40.48809545691266,26433058.0,20378037.0,,6055021.0,22.907,3.885074159638297,South Asia,Low income
17,Afghanistan,2007,33.9016036987305,58.06757957295592,11.938240970499034,1.8509940875532274,9747879531.86311,13.826319547976325,408.5734542134428,,652860.0,0.1776797475722207,41.51049535888246,27100542.0,20836794.0,,6263748.0,23.113,3.3890882787067187,South Asia,Low income
18,Afghanistan,2008,42.4,58.06757957295592,11.938240970499034,1.8509940875532274,10109305182.951962,3.924983821615726,415.0869953786525,,652860.0,0.1776797475722207,42.46282663970836,27722281.0,21257445.0,,6464836.0,23.32,3.1598916545140554,South Asia,Low income
19,Afghanistan,2009,45.5206832885742,58.06757957295592,11.936709248537205,1.8509940875532274,12416161048.841185,21.39052839310662,491.9420930064721,450.0,652860.0,0.17921146953405018,43.49294795208774,28394806.0,21714076.0,,6680730.0,23.528,3.284961847555743,South Asia,Low income
20,Afghanistan,2010,42.7,58.06911129491774,11.936709248537205,1.8509940875532274,15856678596.148008,14.362441469268148,547.354895909701,510.0,652860.0,0.18074319149587967,44.704088165916126,29185511.0,22257746.0,,6927765.0,23.737,3.6309987346602393,South Asia,Low income
21,Afghanistan,2011,43.2220189082037,58.06757957295592,11.933645804613546,1.8509940875532274,17805113118.89377,0.4263547845292095,532.679976956162,530.0,652860.0,0.18227491345770916,46.13149986214502,30117411.0,22904893.0,,7212518.0,23.948,4.028087713684698,South Asia,Low income
22,Afghanistan,2012,69.1,58.06757957295592,11.932114082651717,1.8509940875532274,19907317065.66665,12.752287088717054,580.4872875951457,630.0,652860.0,0.18380663541953865,47.730567043470266,31161378.0,23632789.0,,7528589.0,24.16,4.288951295677598,South Asia,Low income
23,Afghanistan,2013,68.9829406738281,58.06757957295592,11.92445547284257,1.8509940875532274,20146404996.223026,5.600744658081538,591.947068464406,650.0,652860.0,0.1914652452286861,49.428042765677176,32269592.0,24404524.0,,7865068.0,24.373,4.372354191729659,South Asia,Low income
24,Afghanistan,2014,89.5,58.06757957295592,11.903011365376956,1.8509940875532274,20497126770.133526,2.7245433639485412,588.008897592462,630.0,652860.0,0.21290935269429892,51.114793370707346,33370804.0,25165924.0,,8204880.0,24.587,4.229791683416474,South Asia,Low income
25,Afghanistan,2015,71.5,58.06757957295592,11.89382103360598,1.8509940875532274,19134211763.859024,1.4513146600975517,578.4663529417084,590.0,652860.0,0.22209968446527587,52.71207150078118,34413603.0,25877997.0,,8535606.0,24.803,3.951725627678246,South Asia,Low income
26,Afghanistan,2016,97.7,58.06757957295592,11.838679042980118,1.8509940875532274,18116562464.90881,2.2603142013045243,575.3344424187457,550.0,652860.0,0.27724167509113745,54.19696106362773,35383028.0,26530194.0,0.104707040342723,8852834.0,25.02,3.6491278263772333,South Asia,Low income
27,Afghanistan,2017,97.7,58.06757957295592,11.792727384125232,1.8509940875532274,18753469630.258575,2.647003201957858,575.7070531390023,530.0,652860.0,0.3231933339460221,55.595550347700886,36296111.0,27131343.0,0.104707034792812,9164768.0,25.25,3.462893353073268,South Asia,Low income
28,Afghanistan,2018,98.7156219482422,58.08136507061238,11.798854271972552,1.8509940875532274,18053228578.887756,1.1892281283803356,568.8279273540204,510.0,652860.0,0.3308519437551696,56.93704929081273,37171922.0,27694940.0,0.104707034792812,9476982.0,25.495,3.3499343873148875,South Asia,Low income
29,Afghanistan,2019,97.7,,,1.8509940875532274,18799450742.782288,3.9116034194230025,577.5630576197879,520.0,652860.0,,58.26939466348068,38041757.0,28244483.0,,9797274.0,25.754,3.3238272565621765,South Asia,Low income
30,Afghanistan,2020,,,,1.8509940875532274,20116137325.820553,-2.3511006734462256,553.4891257294612,500.0,652860.0,,59.62739484728732,38928341.0,28796851.0,,10131490.0,26.026,3.3544211585438437,South Asia,Low income
31,Africa Eastern and Southern,1990,,43.570263925276066,5.814058844612213,40.56591202242634,212185847636.19455,0.050825665622397764,1252.1150671138198,638.1879405061413,14777964.271,0.6437561840895056,20.615018713899286,304648010.0,228732089.0,,75915921.0,24.91922418690344,5.076642733271157,,Low income
32,Africa Eastern and Southern,1991,,42.699265088071435,5.827014325071536,40.4039463718906,220607545655.71567,-0.0954214507040092,1214.899624439927,661.9239132460017,14777964.271,0.6487579835073454,21.206892049062528,313394693.0,233766631.0,,79628062.0,25.408235539361858,4.889805657498371,,Low income
33,Africa Eastern and Southern,1992,,42.83910367426446,5.85718911500211,40.23580666250238,220063005938.32004,-2.3431921834460923,1151.732720630052,663.2964764715322,14777964.271,0.649003973642649,21.807474093872102,322270073.0,238735353.0,,83534720.0,25.920718832353387,4.906132212535823,,Low income
34,Africa Eastern and Southern,1993,,41.46971078365815,5.877196312673469,40.26968998929205,233869615673.32678,-1.08941718361487,1105.2855119568478,678.5678567353915,14676964.271,0.6400663320599518,22.570442557698588,331265579.0,243765319.0,,87500260.0,26.413930458340797,4.747175785110684,,Low income
35,Africa Eastern and Southern,1994,,41.59208407024462,5.897039516921293,40.10327039785051,238919172017.8119,2.0519138172031717,1096.5961016442466,690.7101757353851,14676964.271,0.6369504570127729,23.19143984512872,340379934.0,249116284.0,,91263650.0,26.812287681597002,4.301004362729884,,Low income
36,Africa Eastern and Southern,1995,,41.68707045510061,5.910404980939455,39.93685080640896,269498561282.1659,4.409974686520556,1115.121467296344,735.5131470090737,14676964.271,0.6246509502475932,23.82002528212055,349605660.0,254619140.0,,94986520.0,27.169617181952948,4.079247323551044,,Low income
37,Africa Eastern and Southern,1996,,41.79796420203957,5.924508415363527,39.77043121496742,268250521535.6993,5.570029678639159,1147.1060438857908,746.5804607185353,14676964.271,0.6330146148479153,24.456937304756625,358953595.0,260220030.0,,98733565.0,27.50594152734422,3.9448176435982703,,Low income
38,Africa Eastern and Southern,1997,,41.96002471708879,5.9532892611940476,39.60401162352587,282013878700.8199,3.425411926944406,1154.8607720813097,749.5790521855581,14676964.271,0.6351465293538798,25.103324106879267,368440591.0,265941536.0,,102499055.0,27.81969699038942,3.8137891607580485,,Low income
39,Africa Eastern and Southern,1998,,42.106997017205614,5.940661767581797,39.437592032084325,265649661675.87906,1.7895067464107797,1145.35995740652,692.4196909775699,14676964.271,0.6529398158075065,25.761348601704995,378098393.0,271831042.0,,106267351.0,28.105739820880434,3.676420236264619,,Low income
40,Africa Eastern and Southern,1999,,42.34408370355532,6.021674518808447,39.271172440642786,262011704777.84915,2.603875645992588,1145.426015394801,671.2652992301112,14676964.271,0.6504799144544705,26.434484872774412,387977990.0,277852216.0,,110125774.0,28.38454186293918,3.630864008269114,,Low income
41,Africa Eastern and Southern,2000,20.086006613019578,42.51680297116725,6.032334091338269,33.98063147059902,283751640320.985,3.197142701210524,1151.3585018805832,666.0577951972787,14676964.271,0.6559736941429175,27.125026446144982,398113044.0,283976874.0,,114136170.0,28.669286452593603,3.641650682064679,,Low income
42,Africa Eastern and Southern,2001,23.10317847764383,42.642343790729306,6.046716314582353,38.9039800957902,258660109000.79468,3.5264797273399324,1160.964083046744,639.0191181240782,14676964.271,0.6657313028432934,27.834238842373754,408522129.0,290144369.0,,118377760.0,28.977073978753793,3.716254014831577,,Low income
43,Africa Eastern and Southern,2002,24.22343015198584,42.76429315431592,6.124416398653581,38.70320734237915,264707648997.26822,3.9926074019950306,1176.8930533807943,623.7279145979214,14676964.271,0.6640093718961683,28.56338063235175,419223717.0,296373566.0,,122850151.0,29.30419871607121,3.778066927436356,,Low income
44,Africa Eastern and Southern,2003,25.02318412522662,42.99738086103271,6.282424062230256,38.502434588968114,352442599635.07916,2.9080036985446895,1180.5758565431656,673.8015644670501,14676964.271,0.6815566682144912,29.314415914339865,430246635.0,302759083.0,,127487552.0,29.63127254066496,3.77484354903234,,Low income
45,Africa Eastern and Southern,2004,26.176335772334493,42.83393088777539,6.435511750760324,37.899950788045814,438565119110.5431,5.656581585075912,1215.1269489957776,820.0648023175912,14806228.599,0.677653913547157,29.827322065649273,441630149.0,309309701.0,,132320448.0,29.961824226452443,3.79087677516938,,Low income
46,Africa Eastern and Southern,2005,23.621498439777998,42.95943892090209,6.528305473874301,37.701120258571045,511897508172.3819,6.361804049877023,1261.3358471398674,1026.5164760461507,14806282.047999999,0.6803690432392995,30.62241246858085,453404076.0,315978640.0,,137425436.0,30.309704671951376,3.858049210957944,,Low income
47,Africa Eastern and Southern,2006,27.299433045840345,43.07741890367429,6.5625509074077515,37.502464534198154,575568771652.068,6.688755176849597,1314.49766894131,1155.0511958127547,14806278.615,0.6859270757461879,31.44486093408556,465581372.0,322898173.0,,142683199.0,30.64624324993183,3.8259023606081115,,Lower middle income
48,Africa Eastern and Southern,2007,28.73795234264399,43.20273370310982,6.629740711655119,37.303880174752884,660774462147.4572,6.857303656147565,1374.253716286832,1266.138379255142,14806251.567,0.7049145389556406,32.294933585063,478166911.0,330345945.0,,147820966.0,30.91409377942507,3.600821285202599,,Lower middle income
49,Africa Eastern and Southern,2008,28.81373540283797,43.458883428451415,6.842997180321482,37.10525939451965,707853210440.6066,4.572539168405186,1405.0679156903504,1351.9344114893331,14806236.327,0.6966962656753017,33.17339728694714,491173160.0,337282123.0,,153891037.0,31.331321063317063,4.106366751790816,,Lower middle income
50,Africa Eastern and Southern,2009,27.483061247680528,43.65218131435961,7.000948984259333,36.90659570026002,712053896956.71,0.9468112853151922,1388.1261800903997,1366.9917069113535,14806235.253999999,0.7233253845591813,34.08055210143158,504604672.0,344360035.0,,160244637.0,31.75647140422037,4.128635509812042,,Lower middle income
51,Africa Eastern and Southern,2010,28.23337288747005,43.79919047990031,7.072272440992098,31.91087787884207,846810044359.6444,5.1523364616423635,1421.4839548616758,1435.1587238452262,14806927.65,0.7615466599262489,35.015247001629,518468229.0,351555624.0,,166912605.0,32.19340980041614,4.161117729013284,,Lower middle income
52,Africa Eastern and Southern,2011,28.381835987625106,43.17175119682768,7.716099367458316,32.18313482520318,942710850898.2013,4.014183315443162,1444.5013812521836,1561.771570008475,14807137.359,0.6839096432625124,35.979974459829016,532760424.0,358859175.0,,173901249.0,32.64154810845146,4.18700792549491,,Lower middle income
53,Africa Eastern and Southern,2012,32.22402744342764,43.621912734705695,8.144944191721567,31.972492252498935,949849051927.147,1.9726517017324596,1449.6106051871645,1667.1009612926016,14807138.97,0.6952836044627743,36.97425033352003,547482863.0,366421044.0,,181061819.0,33.07168715736587,4.11760699890084,,Lower middle income
54,Africa Eastern and Southern,2013,32.04647809523984,43.74768189434571,8.189016222445403,31.761841679601993,963560356978.0029,4.308369815781376,1479.0166538713179,1695.7759257466266,14807144.332,0.7203440144998253,37.99527885901342,562601578.0,374087585.0,,188513993.0,33.5075479703347,4.115817482204804,,Lower middle income
55,Africa Eastern and Southern,2014,31.32357880036519,43.87793516053367,8.246971987124368,31.55127013344931,983748641613.8998,3.9821509125438297,1503.5066404785864,1675.0518567175375,14807112.678,0.7446408633077072,39.04038454835888,578075373.0,381804769.0,,196270604.0,33.95242435856024,4.1146075559494335,,Lower middle income
56,Africa Eastern and Southern,2015,33.31216313158807,43.93715049171767,8.24916528615284,31.340525578561394,918647122201.5797,2.9067492355541162,1507.800256305712,1577.5105161050863,14807162.338000001,0.7507051862682322,40.10706666434874,593871847.0,389549737.0,,204322110.0,34.40508390617985,4.102247527602245,,Lower middle income
57,Africa Eastern and Southern,2016,38.38043318713309,44.00568680704927,8.253303446650888,31.11943141736714,872023488531.3252,2.0026402728549897,1501.6713098846183,1473.1331929807127,14807070.342,0.7571291130264469,41.195113679564635,609978946.0,397309170.0,14.399852070106128,212669776.0,34.8651009391134,4.08554218630573,,Lower middle income
58,Africa Eastern and Southern,2017,39.75420134713501,44.04262853481329,8.231180760283644,30.90354286858921,984255550008.4105,2.5374316722932093,1507.8213574217052,1439.4095841412718,14807044.032,0.7643896717970741,42.30370887303916,626392880.0,405073414.0,14.997496419803484,221319466.0,35.33237260065599,4.067192885932229,,Lower middle income
59,Africa Eastern and Southern,2018,42.16824106998461,44.11797966286048,8.247616272178412,30.690224307623666,1011723274893.2932,2.4619693209875635,1507.8610550496044,1492.650051700836,14807043.228,0.7746251031236335,43.43136716072536,643090131.0,412813896.0,14.99749856579761,230276235.0,35.80777011927742,4.046986540262125,,Lower middle income
60,Africa Eastern and Southern,2019,43.64066111205519,,,30.46979826106306,1008375499870.6605,2.0654699877837004,1499.256275307355,1533.651479321628,14807043.228,,44.576507398307434,660046272.0,420506755.0,,239539517.0,36.291322067903444,4.022682583810706,,Lower middle income
61,Africa Eastern and Southern,2020,,,,30.251785795623935,918815487643.2219,-2.9494067209350163,1418.3805225243425,1403.8834937015533,14807043.228,,45.73791597496915,677243299.0,428130824.0,,249112475.0,36.78330614909192,3.9964003100164973,,Lower middle income
62,Africa Western and Central,1990,,35.237688734415386,8.10422097375793,22.77690812732567,121802185300.1385,6.562921347610384,1256.14224868781,556.0650018579479,9045780.0,1.3095609223306337,22.640818702201468,204803865.0,141312958.0,,63490907.0,31.00083415288574,4.8583885314274795,,Low income
63,Africa Western and Central,1991,,35.45703764628368,8.42801836878633,22.6587456692513,117457042740.62318,1.1210692680680268,1236.8728300548846,541.6150776274943,9045780.0,1.345820924232073,23.251976833396345,210332267.0,144142577.0,,66189690.0,31.469108899610728,4.2506606497210555,,Low income
64,Africa Western and Central,1992,,35.665026564873344,8.570847400666388,22.540583211176926,118282284598.65295,2.6939593009197154,1237.0229710687968,552.7062132258519,9045780.0,1.3831864139963608,23.875925127518023,215976366.0,147126764.0,,68849602.0,31.87830327304887,4.018619818282886,,Low income
65,Africa Western and Central,1993,31.693097179462022,35.89875400462979,8.722409786662952,22.42242075310255,98826405551.02377,-1.1604682932012906,1190.951349957724,471.9322084262301,9045780.0,1.4403401365056414,24.514724656138,221754806.0,150169003.0,,71585803.0,32.28151172049457,3.9741711215701656,,Low income
66,Africa Western and Central,1994,32.714737732215355,36.10925846085136,8.857832049861925,22.304258295028177,86281770253.474,-0.29964122666588366,1156.4540816274737,416.3005397010129,9045780.0,1.480469345927051,25.17108928141078,227692136.0,153272971.0,,74419165.0,32.684117858488534,3.9579942967182973,,Low income
67,Africa Western and Central,1995,33.703684310208274,36.64751851139426,9.226954447267124,22.186095836953807,108221322522.55217,1.9270275766966733,1148.411950599273,407.93306547563424,9045780.0,1.530990141259239,25.847149388996858,233807627.0,156434796.0,,77372831.0,33.09251766619658,3.9689588024805147,,Low income
68,Africa Western and Central,1996,32.74815805773816,36.52308059669813,9.444846105034612,22.067933378879435,125763049173.42401,4.629047735873513,1170.2762793085856,427.1004088636072,9045780.0,1.5387285562991804,26.54433105823931,240114179.0,159664495.0,,80449684.0,33.5047620792523,3.976658163121897,,Low income
69,Africa Western and Central,1997,32.552540360414774,36.73159462202265,9.525325621450001,21.94977092080506,127063932192.74748,4.234698513909564,1181.69050215781,465.58207757127695,9045780.0,1.5610594111287253,27.262850743661684,246613750.0,162876319.0,,83737431.0,33.954890716884194,4.08671213674377,,Low income
70,Africa Western and Central,1998,33.542690456556784,36.76812347857233,9.632779041718901,21.831608462730685,130106844606.85275,3.506515856473058,1191.4002846059866,463.578133149452,9045780.0,1.6000831326872862,28.002262933655253,253302310.0,166128654.0,,87173656.0,34.41486714787955,4.103571078028409,,Low income
71,Africa Western and Central,1999,34.899477469456556,36.980679720267354,9.821928015052324,21.713446004656316,137520164451.4846,1.4210355236345293,1176.6693188676888,465.941051025835,9045780.0,1.6461819765680792,28.761516198713654,260170348.0,169412196.0,,90758152.0,34.88412700561479,4.111902797790194,,Low income
72,Africa Western and Central,2000,34.65801134760232,37.09307876158827,9.803576916529034,21.595283546581943,140407973778.93137,3.734635292699835,1186.14697742034,456.0751821672839,9045780.0,1.7143905777058475,29.54024351686643,267214544.0,172746238.0,,94468306.0,35.3529813285238,4.087956749053248,,Low income
73,Africa Western and Central,2001,35.66431060209368,37.42009953812717,9.710773421418606,21.50315634472649,148012003011.166,5.2126953625801775,1217.817591173268,480.2458283079614,9045780.0,1.736831981321677,30.338333897132145,274433894.0,175765996.0,,98667898.0,35.95324815506206,4.445503659184908,,Low income
74,Africa Western and Central,2002,36.40355022787367,37.54504155528876,9.922646803260747,21.411029142871044,176933365387.396,9.899590964807928,1304.3406806602045,525.0268915185524,9045780.0,1.750208384462147,31.157344087519263,281842480.0,178806572.0,,103035908.0,36.55797661783632,4.426981914624335,,Low income
75,Africa Western and Central,2003,40.673975201312025,37.842221897945784,10.253695093181571,21.31890194101559,204641949829.56082,5.51851014183957,1342.7733605516078,587.682866956194,9045780.0,1.7926591183955392,32.000505207953324,289469530.0,181860863.0,,107608667.0,37.17443633388288,4.438024654472898,,Low income
76,Africa Western and Central,2004,37.75791269773477,37.80082646272626,10.118500560482346,21.22677473916014,254090255061.05548,8.013485769065127,1409.6817890805085,714.6117210265011,9045780.0,1.8793293668428814,32.87202408194761,297353098.0,184954165.0,,112398933.0,37.79981877712268,4.451561508516775,,Low income
77,Africa Western and Central,2005,38.00790868876088,38.480511907209774,10.359528973731397,21.134647537304687,310554338477.88654,5.8483507246897375,1452.7687668224924,844.7126323389961,9045780.0,1.8953589408541884,33.77493018844146,305520588.0,188104771.0,,117415817.0,38.431392268104695,4.463462299949043,,Low income
78,Africa Western and Central,2006,39.860706259848214,38.491108561119106,10.430154171337353,21.042520335449236,393296680919.4314,5.374462810244893,1488.0236432021754,1032.3732017779234,9045780.0,1.8888365624633807,34.71071306178129,313985474.0,191308868.0,,122676606.0,39.070790471564926,4.480477276753959,,Low income
79,Africa Western and Central,2007,40.744232190951436,38.66962661041944,10.584573137971518,20.950393133593785,461777599573.78754,5.530987180756981,1528.6747893242105,1199.4658612487503,9045780.0,1.935488150275598,35.678698354370766,322741656.0,194584736.0,,128156920.0,39.7088246996539,4.467285311104874,,Lower middle income
80,Africa Western and Central,2008,41.686698722812025,38.961420684562306,10.726905805801158,20.858265931738337,566425696836.6351,6.279223074274796,1578.7588426755683,1446.554278398391,9045780.0,1.96500467621366,36.67702840440515,331772330.0,197915597.0,,133856733.0,40.345960018202845,4.447526516710923,,Lower middle income
81,Africa Western and Central,2009,41.86571258357444,39.0940941521903,10.377476569184747,20.766138729882886,506996402016.4371,6.27446324492999,1631.732242111326,1518.4442377621783,9045780.0,2.0053549832076394,37.70272292715498,341050537.0,201273304.0,,139777233.0,40.98431673300371,4.423012475584628,,Lower middle income
82,Africa Western and Central,2010,41.730881162900396,39.26577697003464,10.613388784604533,20.674011528027435,591582966686.4966,6.957010062988104,1693.8634967170217,1575.796472718062,9045780.0,2.0244799232349227,38.75363827110542,350556886.0,204634498.0,,145922388.0,41.62587945072344,4.396391936017224,,Lower middle income
